-1 1:0.305505 2:0.123784 3:0.130410 4:0.337689 5:0.250152 6:0.000000 7:0.000000 8:0.396969 9:0.841316 
-1 1:0.523724 2:0.231064 3:0.243433 4:0.337689 5:0.066706 6:0.000000 7:0.101125 8:0.035286 9:1.083863 
-1 1:0.152049 2:0.143749 3:0.403852 4:0.294116 5:0.435748 6:0.101266 7:0.000000 8:0.000000 9:0.759477 
-1 1:0.139660 2:0.000000 3:0.139104 4:0.168845 5:0.233475 6:0.034880 7:0.235958 8:0.599864 9:0.873504 
-1 1:0.092423 2:0.043689 3:0.000000 4:0.134082 5:0.264867 6:0.369322 7:0.356910 8:0.280214 9:0.960834 
-1 1:0.353514 2:0.000000 3:0.078246 4:0.303921 5:0.037523 6:0.196203 7:0.037922 8:0.555756 9:1.061660 
-1 1:0.362578 2:0.076175 3:0.080252 4:0.000000 5:0.423332 6:0.241480 7:0.116682 8:0.244288 9:0.685723 
-1 1:0.114964 2:0.072458 3:0.000000 4:0.333571 5:0.292860 6:0.574252 7:0.036996 8:0.116186 9:0.961643 
-1 1:0.124039 2:0.000000 3:0.123546 4:0.079980 5:0.355478 6:0.495669 7:0.079836 8:0.292504 9:0.738278 
-1 1:0.146155 2:0.276356 3:0.254755 4:0.282718 5:0.418858 6:0.109508 7:0.035276 8:0.000000 9:0.986331 
-1 1:0.251388 2:0.059416 3:0.125194 4:0.000000 5:0.120073 6:0.376709 7:0.182024 8:0.444605 9:0.711495 
-1 1:0.112227 2:0.424402 3:0.000000 4:0.000000 5:0.482435 6:0.112116 7:0.270869 8:0.113420 9:0.897542 
-1 1:0.354780 2:0.143749 3:0.000000 4:0.049019 5:0.145249 6:0.354430 7:0.048931 8:0.460997 9:0.696683 
-1 1:0.114964 2:0.072458 3:0.038168 4:0.111191 5:0.475897 6:0.153134 7:0.258978 8:0.309829 9:0.915626 
-1 1:0.372120 2:0.000000 3:0.000000 4:0.239938 5:0.197488 6:0.000000 7:0.518928 8:0.208931 9:0.808037 
-1 1:0.133716 2:0.252836 3:0.000000 4:0.258656 5:0.159671 6:0.267170 7:0.419559 8:0.033785 9:0.811700 
-1 1:0.471352 2:0.297082 3:0.000000 4:0.000000 5:0.300181 6:0.235443 7:0.227530 8:0.000000 9:0.801787 
-1 1:0.673359 2:0.106101 3:0.000000 4:0.542715 5:0.107208 6:0.000000 7:0.108348 8:0.000000 9:1.025210 
-1 1:0.142834 2:0.000000 3:0.284531 4:0.345365 5:0.409338 6:0.000000 7:0.000000 8:0.360881 9:1.342436 
-1 1:0.294595 2:0.162467 3:0.146711 4:0.379901 5:0.140710 6:0.098101 7:0.118505 8:0.198484 9:0.766153 
-1 1:0.595962 2:0.051221 3:0.107926 4:0.471601 5:0.103512 6:0.108250 7:0.000000 8:0.109509 9:0.782005 
-1 1:0.000000 2:0.000000 3:0.456436 4:0.126633 5:0.437765 6:0.065401 7:0.252812 8:0.198484 9:0.871033 
-1 1:0.382177 2:0.361315 3:0.042295 4:0.000000 5:0.486780 6:0.000000 7:0.000000 8:0.257493 9:0.852652 
-1 1:0.098198 2:0.092838 3:0.000000 4:0.284925 5:0.656647 6:0.049051 7:0.237011 8:0.099242 9:0.825254 
-1 1:0.392793 2:0.148541 3:0.000000 4:0.000000 5:0.000000 6:0.000000 7:0.151687 8:0.873331 9:0.929838 
-1 1:0.038321 2:0.000000 3:0.000000 4:0.407699 5:0.402683 6:0.076566 7:0.184983 8:0.426016 9:0.812141 
-1 1:0.336680 2:0.265251 3:0.167670 4:0.000000 5:0.589642 6:0.056057 7:0.000000 8:0.113420 9:0.797531 
-1 1:0.000000 2:0.383332 3:0.201925 4:0.245097 5:0.000000 6:0.303797 7:0.146793 8:0.256108 9:1.129923 
-1 1:0.785586 2:0.148541 3:0.000000 4:0.000000 5:0.350211 6:0.156962 7:0.101125 8:0.000000 9:0.679140 
-1 1:0.392793 2:0.399918 3:0.000000 4:0.116892 5:0.000000 6:0.030185 7:0.145853 8:0.458042 9:0.852298 
-1 1:0.261863 2:0.206307 3:0.173880 4:0.379901 5:0.208460 6:0.043601 7:0.084271 8:0.176430 9:0.987567 
-1 1:0.136624 2:0.129167 3:0.136081 4:0.000000 5:0.261027 6:0.170611 7:0.362728 8:0.345190 9:0.745792 
-1 1:0.321376 2:0.168796 3:0.391230 4:0.034536 5:0.102335 6:0.000000 7:0.275794 8:0.252617 9:1.007544 
-1 1:0.056113 2:0.477454 3:0.447120 4:0.542715 5:0.000000 6:0.000000 7:0.000000 8:0.000000 9:1.125588 
-1 1:0.206733 2:0.000000 3:0.411822 4:0.159958 5:0.197488 6:0.082612 7:0.199588 8:0.292504 9:0.608775 
-1 1:0.054179 2:0.000000 3:0.000000 4:0.157200 5:0.672821 6:0.108250 7:0.366140 8:0.164262 9:0.748827 
-1 1:0.174575 2:0.110030 3:0.202861 4:0.196986 5:0.111178 6:0.290670 7:0.224721 8:0.235241 9:1.085106 
-1 1:0.000000 2:0.000000 3:0.138081 4:0.134082 5:0.309010 6:0.323157 7:0.446138 8:0.186809 9:1.072802 
-1 1:0.280566 2:0.159151 3:0.139726 4:0.407036 5:0.482435 6:0.000000 7:0.000000 8:0.056709 9:0.713229 
-1 1:0.052372 2:0.000000 3:0.573805 4:0.151960 5:0.150091 6:0.104642 7:0.202248 8:0.317575 9:0.812769 
-1 1:0.203671 2:0.082523 3:0.231840 4:0.253268 5:0.222356 6:0.261604 7:0.140451 8:0.147026 9:0.875628 
-1 1:0.207513 2:0.252239 3:0.059054 4:0.200702 5:0.396466 6:0.148078 7:0.200340 8:0.059920 9:0.867738 
-1 1:0.857004 2:0.000000 3:0.142265 4:0.207219 5:0.272892 6:0.000000 7:0.000000 8:0.072177 9:0.841135 
-1 1:0.074818 2:1.061007 3:0.298080 4:0.000000 5:0.000000 6:0.000000 7:0.000000 8:0.075613 9:1.353238 
-1 1:0.277266 2:0.233006 3:0.092055 4:0.357553 5:0.029430 6:0.000000 7:0.148712 8:0.404753 9:0.788276 
-1 1:0.196397 2:0.318302 3:0.167670 4:0.108544 5:0.107208 6:0.224231 7:0.081260 8:0.340259 9:0.621672 
-1 1:0.668584 2:0.126417 3:0.199778 4:0.323320 5:0.095803 6:0.066792 7:0.000000 8:0.067569 9:0.859299 
-1 1:0.261863 2:0.198054 3:0.208656 4:0.177287 5:0.050030 6:0.052320 7:0.278092 8:0.317575 9:0.824409 
-1 1:0.307403 2:0.161458 3:0.068040 4:0.231244 5:0.097885 6:0.443589 7:0.065950 8:0.172596 9:0.927511 
-1 1:0.548083 2:0.000000 3:0.109180 4:0.388736 5:0.349048 6:0.036503 7:0.035276 8:0.073855 9:0.817314 
-1 1:0.032732 2:0.000000 3:0.163013 4:0.316583 5:0.375227 6:0.294304 7:0.000000 8:0.363889 9:0.731487 
-1 1:0.034156 2:0.226041 3:0.170101 4:0.297313 5:0.456798 6:0.272977 7:0.000000 8:0.069038 9:0.788088 
-1 1:0.604297 2:0.000000 3:0.000000 4:0.350677 5:0.000000 6:0.181111 7:0.291706 8:0.122144 9:0.730771 
-1 1:0.148224 2:0.112107 3:0.147635 4:0.258045 5:0.283190 6:0.148078 7:0.085861 8:0.359519 9:0.892759 
-1 1:0.261863 2:0.154731 3:0.065206 4:0.221608 5:0.375227 6:0.327004 7:0.126405 8:0.000000 9:0.915026 
-1 1:0.224453 2:0.106101 3:0.111781 4:0.379901 5:0.160812 6:0.056057 7:0.216695 8:0.283548 9:0.920496 
-1 1:0.000000 2:0.176835 3:0.000000 4:0.361810 5:0.285887 6:0.336348 7:0.216695 8:0.151226 9:0.932237 
-1 1:0.151075 2:0.142828 3:0.090283 4:0.116892 5:0.288636 6:0.241480 7:0.204193 8:0.305361 9:0.920330 
-1 1:0.153285 2:0.289836 3:0.038168 4:0.185317 5:0.292860 6:0.306267 7:0.073993 8:0.193643 9:0.746204 
-1 1:0.196397 2:0.092838 3:0.244519 4:0.000000 5:0.000000 6:0.196203 7:0.189608 8:0.645074 9:0.687536 
-1 1:0.046211 2:0.349508 3:0.000000 4:0.268166 5:0.264867 6:0.184661 7:0.267683 8:0.140106 9:0.631418 
-1 1:0.034156 2:0.290623 3:0.374220 4:0.000000 5:0.228399 6:0.307099 7:0.296778 8:0.000000 9:1.126138 
-1 1:0.353514 2:0.000000 3:0.234738 4:0.341911 5:0.150091 6:0.000000 7:0.189608 8:0.277878 9:0.806382 
-1 1:0.267434 2:0.000000 3:0.199778 4:0.064664 5:0.223539 6:0.333962 7:0.322738 8:0.135138 9:0.903575 
-1 1:0.354780 2:0.574998 3:0.100962 4:0.000000 5:0.290498 6:0.000000 7:0.195724 8:0.000000 9:0.848432 
-1 1:0.204936 2:0.000000 3:0.068040 4:0.396419 5:0.522055 6:0.272977 7:0.065950 8:0.000000 9:1.065497 
-1 1:0.237158 2:0.168160 3:0.177162 4:0.086016 5:0.028319 6:0.207308 7:0.257581 8:0.389479 9:0.814539 
-1 1:0.000000 2:0.285656 3:0.060190 4:0.350677 5:0.577271 6:0.241480 7:0.000000 8:0.000000 9:1.031149 
-1 1:0.234004 2:0.410858 3:0.199778 4:0.484980 5:0.031935 6:0.133584 7:0.032274 8:0.000000 9:1.124331 
-1 1:0.224453 2:0.424402 3:0.268273 4:0.130251 5:0.171533 6:0.000000 7:0.130017 8:0.181472 9:0.698012 
-1 1:0.377876 2:0.188026 3:0.178282 4:0.115412 5:0.170989 6:0.079475 7:0.096004 8:0.341695 9:1.006309 
-1 1:0.415899 2:0.218443 3:0.092055 4:0.134082 5:0.220722 6:0.184661 7:0.000000 8:0.280214 9:0.730793 
-1 1:0.084928 2:0.080292 3:0.000000 4:0.533914 5:0.405650 6:0.000000 7:0.163985 8:0.257493 9:0.816591 
-1 1:0.000000 2:0.220060 3:0.000000 4:0.393971 5:0.389124 6:0.406938 7:0.112360 8:0.000000 9:1.006952 
-1 1:0.098198 2:0.185676 3:0.163013 4:0.284925 5:0.125075 6:0.065401 7:0.158008 8:0.463131 9:0.778211 
-1 1:0.104745 2:0.495136 3:0.156492 4:0.405228 5:0.100061 6:0.104642 7:0.151687 8:0.000000 9:0.917591 
-1 1:0.357085 2:0.000000 3:0.000000 4:0.000000 5:0.204670 6:0.428078 7:0.000000 8:0.577409 9:0.756110 
-1 1:0.095222 2:0.000000 3:0.000000 4:0.184194 5:0.181928 6:0.380514 7:0.137897 8:0.577409 9:0.999943 
-1 1:0.000000 2:0.106101 3:0.223560 4:0.325630 5:0.375227 6:0.000000 7:0.270869 8:0.226839 9:0.888004 
-1 1:0.375715 2:0.129167 3:0.170101 4:0.297313 5:0.358912 6:0.000000 7:0.000000 8:0.207114 9:0.992104 
-1 1:0.000000 2:0.049513 3:0.365148 4:0.557188 5:0.050030 6:0.261604 7:0.252812 8:0.000000 9:1.154034 
-1 1:0.349149 2:0.330091 3:0.173880 4:0.126633 5:0.166767 6:0.043601 7:0.000000 8:0.352861 9:0.962813 
-1 1:0.306570 2:0.253607 3:0.000000 4:0.407699 5:0.000000 6:0.000000 7:0.295974 8:0.271101 9:0.913126 
-1 1:0.248080 2:0.078180 3:0.109818 4:0.000000 5:0.078996 6:0.137686 7:0.345952 8:0.557149 9:1.014748 
-1 1:0.000000 2:0.436886 3:0.184108 4:0.446942 5:0.353154 6:0.092331 7:0.000000 8:0.000000 9:1.009994 
-1 1:0.323476 2:0.000000 3:0.322189 4:0.268166 5:0.132433 6:0.276992 7:0.000000 8:0.233511 9:0.762930 
-1 1:0.628469 2:0.148541 3:0.078246 4:0.189950 5:0.000000 6:0.000000 7:0.000000 8:0.516059 9:0.899305 
-1 1:0.204936 2:0.193749 3:0.136081 4:0.297313 5:0.065256 6:0.238855 7:0.098926 8:0.310671 9:0.851192 
-1 1:0.157117 2:0.371352 3:0.078246 4:0.151960 5:0.000000 6:0.274684 7:0.455060 8:0.039697 9:1.063647 
-1 1:0.125694 2:0.000000 3:0.000000 4:0.425489 5:0.540327 6:0.125570 7:0.242699 8:0.063515 9:0.738134 
-1 1:0.628469 2:0.198054 3:0.208656 4:0.000000 5:0.000000 6:0.000000 7:0.000000 8:0.529291 9:0.812610 
-1 1:0.085700 2:0.027008 3:0.085359 4:0.276291 5:0.218314 6:0.285385 7:0.275794 8:0.288704 9:1.034140 
-1 1:0.037410 2:0.070734 3:0.223560 4:0.144724 5:0.428830 6:0.261604 7:0.144463 8:0.226839 9:0.896891 
-1 1:0.628469 2:0.127320 3:0.134136 4:0.000000 5:0.000000 6:0.000000 7:0.130017 8:0.544414 9:1.038728 
-1 1:0.251388 2:0.178249 3:0.219089 4:0.151960 5:0.000000 6:0.031392 7:0.303373 8:0.412848 9:1.035484 
-1 1:0.000000 2:0.594164 3:0.187791 4:0.000000 5:0.000000 6:0.000000 7:0.364048 8:0.381090 9:1.072744 
-1 1:0.343694 2:0.371352 3:0.000000 4:0.237438 5:0.328323 6:0.098101 7:0.142206 8:0.000000 9:0.755553 
-1 1:0.120859 2:0.228524 3:0.160505 4:0.077928 5:0.230909 6:0.321973 7:0.000000 8:0.407147 9:0.883771 
-1 1:0.369688 2:0.174754 3:0.046027 4:0.044695 5:0.882886 6:0.000000 7:0.000000 8:0.000000 9:0.763978 
-1 1:0.239670 2:0.125883 3:0.053048 4:0.154536 5:0.407025 6:0.026603 7:0.077128 8:0.457524 9:0.893033 
-1 1:0.000000 2:0.000000 3:0.000000 4:0.759801 5:0.288636 6:0.362220 7:0.000000 8:0.122144 9:0.640500 
-1 1:0.486316 2:0.070734 3:0.186301 4:0.108544 5:0.071472 6:0.298975 7:0.072232 8:0.264646 9:1.071862 
-1 1:0.219234 2:0.034545 3:0.218361 4:0.212038 5:0.209429 6:0.109508 7:0.317483 8:0.221564 9:0.838606 
-1 1:0.000000 2:0.265251 3:0.055890 4:0.271357 5:0.536039 6:0.000000 7:0.270869 8:0.113420 9:1.003917 
-1 1:0.274955 2:0.000000 3:0.000000 4:0.113970 5:0.262659 6:0.156962 7:0.265452 8:0.476363 9:0.883012 
-1 1:0.113853 2:0.215277 3:0.181440 4:0.220233 5:0.217523 6:0.227482 7:0.285787 8:0.069038 9:1.146245 
-1 1:0.245496 2:0.371352 3:0.293423 4:0.094975 5:0.000000 6:0.000000 7:0.189608 8:0.347348 9:0.940228 
-1 1:0.261863 2:0.141467 3:0.037261 4:0.361810 5:0.178680 6:0.186860 7:0.108348 8:0.264646 9:0.836049 
-1 1:0.196397 2:0.185676 3:0.195615 4:0.379901 5:0.241217 6:0.028029 7:0.081260 8:0.226839 9:1.027565 
-1 1:0.000000 2:0.445623 3:0.000000 4:0.000000 5:0.000000 6:0.078481 7:0.379217 8:0.635150 9:0.688584 
-1 1:0.074818 2:0.106101 3:0.000000 4:0.325630 5:0.428830 6:0.149488 7:0.144463 8:0.302452 9:0.752028 
-1 1:0.401928 2:0.241811 3:0.036394 4:0.000000 5:0.314143 6:0.474537 7:0.035276 8:0.036928 9:1.045693 
-1 1:0.162535 2:0.076831 3:0.269814 4:0.209600 5:0.517555 6:0.000000 7:0.104612 8:0.191641 9:0.944238 
-1 1:0.508320 2:0.000000 3:0.000000 4:0.000000 5:0.220722 6:0.092331 7:0.535365 8:0.186809 9:1.064876 
-1 1:0.000000 2:0.330091 3:0.086941 4:0.084423 5:0.166767 6:0.174402 7:0.337081 8:0.352861 9:0.822978 
-1 1:0.418980 2:0.000000 3:0.000000 4:0.557188 5:0.450272 6:0.000000 7:0.000000 8:0.105859 9:0.910923 
-1 1:0.372120 2:0.117269 3:0.288276 4:0.279928 5:0.236986 6:0.206529 7:0.000000 8:0.041787 9:0.781369 
-1 1:0.487606 2:0.204884 3:0.000000 4:0.000000 5:0.207022 6:0.324750 7:0.104612 8:0.219017 9:0.763674 
-1 1:0.261863 2:0.288829 3:0.434701 4:0.000000 5:0.125075 6:0.000000 7:0.294946 8:0.132322 9:1.202413 
-1 1:0.078559 2:0.000000 3:0.469476 4:0.075980 5:0.000000 6:0.078481 7:0.379217 8:0.476363 9:1.027341 
-1 1:0.000000 2:0.000000 3:0.223560 4:0.651258 5:0.643245 6:0.000000 7:0.000000 8:0.000000 9:1.110864 
-1 1:0.068311 2:0.000000 3:0.136081 4:0.198209 5:0.391542 6:0.272977 7:0.461656 8:0.000000 9:0.875895 
